zipcode,MedianFamilyIncome,no_college,category_hotdogs_frac,lapophalfshare,Fresh_FV,soda,bmi,ow,fastfood,white_frac,black_frac,hispanic_frac,category_waterproofing,category_countertopinstall,category_electronics,age,male_frac,fast_food,Treatment
53715,27592.42,0.427296841,0.091693635,0.079403708,0.765021333,0.020000822,25.78859875,0.4625,0.27938874,0.740771464,0.037743675,0.063735656,0.000619195,0.001857585,0.001857585,28.16875,0.25625,0.27938874,True
53717,97693.08,0.286834368,0.081858407,0.597045864,0.691393428,0.031340939,28.65473271,0.728971963,0.349507672,0.746773937,0.067707504,0.026605066,0.001277955,0.003194888,0.002555911,36.85981308,0.336448598,0.349507672,False
53718,93683.55,0.469294836,0.095905172,0.849425238,0.655189947,0.030391969,27.83078037,0.674846626,0.391329794,0.80003308,0.058799206,0.045980814,0.000607165,0.000607165,0.001821494,37.90184049,0.312883436,0.391329794,False
54016,94477.72,0.537792329,0.187817259,0.902205193,0.701543561,0.030546931,28.21614844,0.705882353,0.315517278,0.935820802,0.012175171,0.022305417,0.000567215,0.001701645,0.002836075,39.907278,0.242214533,0.315517278,False
54166,54654.19,0.820158587,0.194444444,0.882237609,0.620040505,0.069350499,30.49648451,0.873239437,0.364204667,0.86760087,0.004771684,0.02216719,0.002463054,0.009852217,0.004926108,36.83098592,0.126760563,0.364204667,True
54302,54441.71,0.792793723,0.162112933,0.540831828,0.600943175,0.030346454,29.43716228,0.798245614,0.348809344,0.589672956,0.029116884,0.273327141,0.002745367,0.005490734,0.002059025,37.35964912,0.210526316,0.348809344,True
54303,50995.93,0.831295314,0.16779661,0.752752097,0.608344995,0.04520958,30.96624408,0.743421053,0.371990802,0.725305196,0.049551658,0.095214088,0.002419843,0.006049607,0.002419843,36.01973684,0.184210526,0.371990802,True
54409,55592.83,0.828393306,0.333333333,0.897812431,0.762355471,0.051188301,30.55470938,0.71875,0.272386251,0.942434338,0.01193151,0.017432401,0.0,0.008849558,0.0,37.46875,0.1875,0.272386251,True
54495,55188.17,0.8659186,0.162650602,0.792947222,0.69100816,0.030819612,32.71692286,0.8,0.345762072,0.901079365,0.013968254,0.045333333,0.0,0.003021148,0.006042296,39.02857143,0.2,0.345762072,True
54521,55766.61,0.746931226,0.092783505,0.95084366,0.824982623,0.076670769,27.82198947,0.605263158,0.36991435,0.943456569,0.001535116,0.033516694,0.0041841,0.0,0.0,44.86842105,0.078947368,0.36991435,True
